"code","label","means_missing","description"
"7920","extruding and drawing machine setters, operators, and tenders, metal and plastic",FALSE,"extruding and drawing machine setters, operators, and tenders, metal and plastic"
"7930","forging machine setters, operators, and tenders, metal and plastic",FALSE,"forging machine setters, operators, and tenders, metal and plastic"
"7940","rolling machine setters, operators, and tenders, metal and plastic",FALSE,"rolling machine setters, operators, and tenders, metal and plastic"
"7950","cutting, punching, and press machine setters, operators, and tenders, metal and plastic",FALSE,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"7960","drilling and boring machine tool setters, operators, and tenders, metal and plastic",FALSE,"drilling and boring machine tool setters, operators, and tenders, metal and plastic"
"8000","grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",FALSE,"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
"8010","lathe and turning machine tool setters, operators, and tenders, metal and plastic",FALSE,"lathe and turning machine tool setters, operators, and tenders, metal and plastic"
"8020","milling and planing machine setters, operators, and tenders, metal and plastic",FALSE,"milling and planing machine setters, operators, and tenders, metal and plastic"
"8030","machinists",FALSE,"machinists"
"8040","metal furnace operators, tenders, pourers, and casters",FALSE,"metal furnace operators, tenders, pourers, and casters"
"8060","model makers and patternmakers, metal and plastic",FALSE,"model makers and patternmakers, metal and plastic"
"8100","molders and molding machine setters, operators, and tenders, metal and plastic",FALSE,"molders and molding machine setters, operators, and tenders, metal and plastic"
"8120","multiple machine tool setters, operators, and tenders, metal and plastic",FALSE,"multiple machine tool setters, operators, and tenders, metal and plastic"
"8130","tool and die makers",FALSE,"tool and die makers"
"8140","welding, soldering, and brazing workers",FALSE,"welding, soldering, and brazing workers"
"8150","heat treating equipment setters, operators, and tenders, metal and plastic",FALSE,"heat treating equipment setters, operators, and tenders, metal and plastic"
"8160","layout workers, metal and plastic",FALSE,"layout workers, metal and plastic"
"8200","plating and coating machine setters, operators, and tenders, metal and plastic",FALSE,"plating and coating machine setters, operators, and tenders, metal and plastic"
"8210","tool grinders, filers, and sharpeners",FALSE,"tool grinders, filers, and sharpeners"
"8220","metal workers and plastic workers, all other",FALSE,"metal workers and plastic workers, all other"
"8250","prepress technicians and workers",FALSE,"prepress technicians and workers"
"8255","printing press operators",FALSE,"printing press operators"
"8256","print binding and finishing workers",FALSE,"print binding and finishing workers"
"8300","laundry and dry-cleaning workers",FALSE,"laundry and dry-cleaning workers"
"8310","pressers, textile, garment, and related materials",FALSE,"pressers, textile, garment, and related materials"
"8320","sewing machine operators",FALSE,"sewing machine operators"
"8330","shoe and leather workers and repairers",FALSE,"shoe and leather workers and repairers"
"8340","shoe machine operators and tenders",FALSE,"shoe machine operators and tenders"
"8350","tailors, dressmakers, and sewers",FALSE,"tailors, dressmakers, and sewers"
"8360","textile bleaching and dyeing machine operators and tenders",FALSE,"textile bleaching and dyeing machine operators and tenders"
"8400","textile cutting machine setters, operators, and tenders",FALSE,"textile cutting machine setters, operators, and tenders"
"8410","textile knitting and weaving machine setters, operators, and tenders",FALSE,"textile knitting and weaving machine setters, operators, and tenders"
"8420","textile winding, twisting, and drawing out machine setters, operators, and tenders",FALSE,"textile winding, twisting, and drawing out machine setters, operators, and tenders"
"8430","extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",FALSE,"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"
"8440","fabric and apparel patternmakers",FALSE,"fabric and apparel patternmakers"
"8450","upholsterers",FALSE,"upholsterers"
"8460","textile, apparel, and furnishings workers, all other",FALSE,"textile, apparel, and furnishings workers, all other"
"8500","cabinetmakers and bench carpenters",FALSE,"cabinetmakers and bench carpenters"
"8510","furniture finishers",FALSE,"furniture finishers"
"8520","model makers and patternmakers, wood",FALSE,"model makers and patternmakers, wood"
"8530","sawing machine setters, operators, and tenders, wood",FALSE,"sawing machine setters, operators, and tenders, wood"
"8540","woodworking machine setters, operators, and tenders, except sawing",FALSE,"woodworking machine setters, operators, and tenders, except sawing"
"8550","woodworkers, all other",FALSE,"woodworkers, all other"
"8600","power plant operators, distributors, and dispatchers",FALSE,"power plant operators, distributors, and dispatchers"
"8610","stationary engineers and boiler operators",FALSE,"stationary engineers and boiler operators"
"8620","water and wastewater treatment plant and system operators",FALSE,"water and wastewater treatment plant and system operators"
"8630","miscellaneous plant and system operators",FALSE,"miscellaneous plant and system operators"
"8640","chemical processing machine setters, operators, and tenders",FALSE,"chemical processing machine setters, operators, and tenders"
"8650","crushing, grinding, polishing, mixing, and blending workers",FALSE,"crushing, grinding, polishing, mixing, and blending workers"
"8710","cutting workers",FALSE,"cutting workers"
"8720","extruding, forming, pressing, and compacting machine setters, operators, and tenders",FALSE,"extruding, forming, pressing, and compacting machine setters, operators, and tenders"
"8730","furnace, kiln, oven, drier, and kettle operators and tenders",FALSE,"furnace, kiln, oven, drier, and kettle operators and tenders"
"8740","inspectors, testers, sorters, samplers, and weighers",FALSE,"inspectors, testers, sorters, samplers, and weighers"
"8750","jewelers and precious stone and metal workers",FALSE,"jewelers and precious stone and metal workers"
"8760","medical, dental, and ophthalmic laboratory technicians",FALSE,"medical, dental, and ophthalmic laboratory technicians"
"8800","packaging and filling machine operators and tenders",FALSE,"packaging and filling machine operators and tenders"
"8810","painting workers",FALSE,"painting workers"
"8830","photographic process workers and processing machine operators",FALSE,"photographic process workers and processing machine operators"
"8840","semiconductor processors",FALSE,"semiconductor processors"
"8850","adhesive bonding machine operators and tenders",FALSE,"adhesive bonding machine operators and tenders"
"8860","cleaning, washing, and metal pickling equipment operators and tenders",FALSE,"cleaning, washing, and metal pickling equipment operators and tenders"
"8900","cooling and freezing equipment operators and tenders",FALSE,"cooling and freezing equipment operators and tenders"
"8910","etchers and engravers",FALSE,"etchers and engravers"
"8920","molders, shapers, and casters, except metal and plastic",FALSE,"molders, shapers, and casters, except metal and plastic"
"8930","paper goods machine setters, operators, and tenders",FALSE,"paper goods machine setters, operators, and tenders"
"8940","tire builders",FALSE,"tire builders"
"8950","helpers--production workers",FALSE,"helpers--production workers"
"8965","production workers, all other",FALSE,"production workers, all other"
"9000","supervisors of transportation and material moving workers",FALSE,"supervisors of transportation and material moving workers"
"9010","homemaker, housewife",FALSE,"homemaker, housewife"
"9020","volunteer",FALSE,"volunteer"
"9030","aircraft pilots and flight engineers",FALSE,"aircraft pilots and flight engineers"
"9040","air traffic controllers and airfield operations specialists",FALSE,"air traffic controllers and airfield operations specialists"
"9050","flight attendants",FALSE,"flight attendants"
"9060","retired",FALSE,"retired"
"9070","student",FALSE,"student"
"9100","never worked, disabled, child/infant",FALSE,"never worked, disabled, child/infant"
"9110","ambulance drivers and attendants, except emergency medical technicians",FALSE,"ambulance drivers and attendants, except emergency medical technicians"
"9120","bus drivers",FALSE,"bus drivers"
"9130","driver/sales workers and truck drivers",FALSE,"driver/sales workers and truck drivers"
"9140","taxi drivers and chauffeurs",FALSE,"taxi drivers and chauffeurs"
"9150","motor vehicle operators, all other",FALSE,"motor vehicle operators, all other"
"9200","locomotive engineers and operators",FALSE,"locomotive engineers and operators"
"9230","railroad brake, signal, and switch operators",FALSE,"railroad brake, signal, and switch operators"
"9240","railroad conductors and yardmasters",FALSE,"railroad conductors and yardmasters"
"9260","subway, streetcar, and other rail transportation workers",FALSE,"subway, streetcar, and other rail transportation workers"
"9300","sailors and marine oilers",FALSE,"sailors and marine oilers"
"9310","ship and boat captains and operators",FALSE,"ship and boat captains and operators"
"9330","ship engineers",FALSE,"ship engineers"
"9340","bridge and lock tenders",FALSE,"bridge and lock tenders"
"9350","parking lot attendants",FALSE,"parking lot attendants"
"9360","automotive and watercraft service attendants",FALSE,"automotive and watercraft service attendants"
"9410","transportation inspectors",FALSE,"transportation inspectors"
"9415","transportation attendants, except flight attendants",FALSE,"transportation attendants, except flight attendants"
"9420","other transportation workers",FALSE,"other transportation workers"
"9500","conveyor operators and tenders",FALSE,"conveyor operators and tenders"
"9510","crane and tower operators",FALSE,"crane and tower operators"
"9520","dredge, excavating, and loading machine operators",FALSE,"dredge, excavating, and loading machine operators"
"9560","hoist and winch operators",FALSE,"hoist and winch operators"
"9600","industrial truck and tractor operators",FALSE,"industrial truck and tractor operators"
"9610","cleaners of vehicles and equipment",FALSE,"cleaners of vehicles and equipment"
"9620","laborers and freight, stock, and material movers, hand",FALSE,"laborers and freight, stock, and material movers, hand"
"9630","machine feeders and offbearers",FALSE,"machine feeders and offbearers"
"9640","packers and packagers, hand",FALSE,"packers and packagers, hand"
"9650","pumping station operators",FALSE,"pumping station operators"
"9720","refuse and recyclable material collectors",FALSE,"refuse and recyclable material collectors"
"9730","mine shuttle car operators",FALSE,"mine shuttle car operators"
"9740","tank car, truck, and ship loaders",FALSE,"tank car, truck, and ship loaders"
"9750","material moving workers, all other",FALSE,"material moving workers, all other"
"9830","military, rank not specified",FALSE,"military, rank not specified"
"9840","military, commissioned officer",FALSE,"military, commissioned officer"
"9850","military, non-commissioned officer/enlisted",FALSE,"military, non-commissioned officer/enlisted"
"9900","unemployed or insufficient information",FALSE,"unemployed or insufficient information"
